Time,Binance BTC/USDT Price,Bybit BTC/USDT Price,Difference,Profit,Result,Recommendation
2024-07-04 22:44:30,$58362.07,$58335.9,$26.17,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:30,$58362.07,$58335.9,$26.17,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:31,$58362.06,$58336.0,$26.06,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:31,$58362.06,$58336.0,$26.06,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:34,$58362.07,$58336.0,$26.07,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:34,$58362.07,$58336.0,$26.07,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:36,$58362.06,$58335.2,$26.86,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:36,$58362.06,$58335.2,$26.86,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:38,$58362.06,$58334.2,$27.86,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:38,$58362.06,$58334.2,$27.86,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:40,$58362.06,$58334.3,$27.76,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:40,$58362.06,$58334.3,$27.76,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:43,$58360.0,$58334.2,$25.80,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:43,$58360.0,$58334.2,$25.80,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:45,$58359.59,$58334.2,$25.39,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:45,$58359.59,$58334.2,$25.39,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:47,$58359.59,$58334.3,$25.29,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:47,$58359.59,$58334.3,$25.29,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:49,$58359.6,$58334.3,$25.30,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:49,$58359.6,$58334.3,$25.30,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:52,$58359.59,$58334.3,$25.29,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:52,$58359.59,$58334.3,$25.29,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:54,$58359.59,$58334.2,$25.39,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:54,$58359.59,$58334.2,$25.39,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:57,$58359.6,$58334.2,$25.40,$0.00,Failed,Buy on Bybit and sell on Binance
2024-07-04 22:44:57,$58359.6,$58334.2,$25.40,$0.00,Failed,Buy on Bybit and sell on Binance
